Timestamp,Channel_0_Filtered,Channel_0_Error,Channel_1_Filtered,Channel_1_Error,Channel_2_Filtered,Channel_2_Error,Channel_3_Filtered,Channel_3_Error,Channel_4_Filtered,Channel_4_Error
2025-10-17 12:58:43.163,941,-5,987,-3,912,0,863,-3,973,-1
2025-10-17 12:58:43.372,941,-5,987,-3,913,-1,864,-4,974,-2
2025-10-17 12:58:43.577,939,1,987,-3,912,0,863,-3,974,-2
2025-10-17 12:58:43.782,941,-1,987,-3,912,0,862,-2,973,-1
2025-10-17 12:58:43.991,941,-1,987,-3,913,-1,864,-4,974,-2
2025-10-17 12:58:44.196,941,-1,987,-3,912,0,862,-2,973,-1
2025-10-17 12:58:44.404,940,0,987,-3,913,-1,864,-4,974,-2
2025-10-17 12:58:44.610,940,0,987,-3,913,-1,864,-4,974,-2
2025-10-17 12:58:44.818,941,-1,987,-3,913,-1,863,-3,973,-1
2025-10-17 12:58:45.023,939,1,987,-3,913,-1,864,-4,974,-2
2025-10-17 12:58:45.228,940,-4,987,-3,912,0,863,-3,973,-1
